,channel_id,channel_title,creation_date,country,view_count,comment_count,subscriber_count,video_count,genres
337,UCClNRixXlagwAd--5MwJKCw,H2ODelirious,2007-05-24T08:44:07.000Z,,3085171365,0,12100000,1963,"['Action Game', 'Role-Playing Video Game', 'Video Game Culture']"
338,UCIEv3lZ_tNXHzL3ox-_uUGQ,Gordon Ramsay,2006-04-29T00:58:53.000Z,,2007662712,0,11800000,800,"['Food', 'Lifestyle (Sociology)', 'Entertainment', 'Television Program']"
339,UCnyB9MYKRkSFK3IIB32CoVw,DemiLovatoVEVO,2009-05-12T05:27:44.000Z,,4615613333,0,11800000,165,"['Pop Music', 'Music']"
340,UCtinbF-Q-fVthA0qrFQTgXQ,CaseyNeistat,2010-02-15T22:06:07.000Z,,2694923043,0,11600000,1020,"['Lifestyle (Sociology)', 'Entertainment']"
341,UCmphdqZNmqL72WJ2uyiNw5w,ABP NEWS HINDI,2017-03-03T11:52:10.000Z,IN,2134441765,0,11800000,54911,"['Politics', 'Entertainment', 'Society']"
342,UCHEf6T_gVq4tlW5i91ESiWg,REACT,2013-07-30T10:19:47.000Z,US,4289638728,0,12200000,1807,"['Entertainment', 'Simulation Video Game', 'Video Game Culture', 'Television Program']"
343,UC6paX0kLA8D81aYogceMufw,Kids Fun,2015-08-26T14:27:32.000Z,BR,2840348217,0,11700000,937,"['Lifestyle (Sociology)', 'Entertainment']"
344,UCYLlkv4hivYJlOk6Lo-RHNQ,Wave Music - Bhojpuri,2014-08-10T04:44:59.000Z,IN,6779246701,0,12000000,17927,"['Music Of Asia', 'Music']"
345,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,2005-11-21T01:20:33.000Z,US,6022501608,0,12200000,31783,"['Sport', 'Basketball']"
346,UCRzzwLpLiUNIs6YOPe33eMg,ChainsmokersVEVO,2012-10-22T23:24:58.000Z,,9299547081,0,11900000,171,['Music']
347,UCddYq41_tZ1FnLlguLT6-Ow,Parafernalha,2011-05-13T20:55:02.000Z,BR,3431774647,0,12100000,831,"['Film', 'Entertainment']"
348,UCbomPUMyPHCgrqD5iYnzj1A,Worldwide Records Bhojpuri,2012-03-15T09:03:23.000Z,IN,5465001658,0,11700000,2991,"['Music Of Asia', 'Music']"
350,UCWRV5AVOlKJR1Flvgt310Cw,Zoella,2007-02-02T11:22:11.000Z,,1113388137,0,11600000,377,"['Lifestyle (Sociology)', 'Entertainment']"
351,UC0YFjwJc3b1otDerdv6CfWA,XpressTV,2014-11-17T16:35:10.000Z,MX,2072414738,0,11500000,344,"['Entertainment', 'Film', 'Lifestyle (Sociology)']"
352,UCFWsjsN53Sqvg2pWhSFmWBQ,GRAMMY GOLD OFFICIAL,2014-01-15T17:12:46.000Z,TH,10356996419,0,11200000,3722,['Music']
353,UC5BMQOsAB8hKUyHu9KI6yig,KBS World TV,2007-01-06T03:50:16.000Z,KR,7614753987,0,11200000,38747,"['Entertainment', 'Television Program', 'Music']"
354,UCF_fDSgPpBQuh1MsUTgIARQ,TheWeekndVEVO,2011-07-13T16:58:00.000Z,CA,8174598136,0,11000000,44,"['Soul Music', 'Music', 'Rhythm And Blues', 'Pop Music']"
355,UCpqXJOEqGS-TCnazcHCo0rA,theRadBrad,2006-11-27T02:24:34.000Z,US,4370592622,0,10800000,6465,"['Video Game Culture', 'Role-Playing Video Game', 'Action Game']"
356,UCjBO43ykxlSs3j7F7EXcBUQ,TazerCraft,2011-07-13T00:08:52.000Z,BR,3990133500,0,11400000,3232,"['Video Game Culture', 'Role-Playing Video Game', 'Action Game']"
357,UCmyIMuo8zRYgLshDff0vLuw,Vete a la Versh,2009-02-15T18:56:57.000Z,MX,1660589537,0,10800000,119,"['Entertainment', 'Film', 'Video Game Culture']"
358,UCAOtE1V7Ots4DjM8JLlrYgg,Peppa Pig - Official Channel,2013-10-09T13:07:35.000Z,US,4074099628,0,10900000,337,"['Entertainment', 'Film', 'Music']"
359,UCdLGCJcIGu5ExzYN6CXtkIw,Kaykai Salaider,2011-01-24T14:41:57.000Z,TH,2148495080,0,11500000,260,"['Entertainment', 'Lifestyle (Sociology)', 'Food']"
360,UC-4kjzuh4822B9yPSgpZQgA,Matheus Yurley,2015-01-27T00:37:14.000Z,BR,595750608,0,11600000,209,"['Entertainment', 'Lifestyle (Sociology)']"
361,UCczFdwWpVEpoqb-eMm4c4dQ,Matt Steffanina,2011-09-01T20:11:41.000Z,US,2010195185,0,11200000,315,"['Entertainment', 'Hip Hop Music', 'Lifestyle (Sociology)', 'Performing Arts', 'Hobby', 'Pop Music', 'Music']"
362,UCWr4vlkj5xXQ4bSXNeTT2AA,Baby Big Mouth,2013-03-05T05:29:19.000Z,,11926303761,0,11100000,4074,"['Lifestyle (Sociology)', 'Hobby']"
363,UC2WuPTt0k8yDJpfenggOAVQ,Blossom,2017-06-01T16:42:51.000Z,US,3034377742,0,11400000,276,"['Lifestyle (Sociology)', 'Hobby', 'Food']"
364,UC2t5bjwHdUX4vM2g8TRDq5g,League of Legends,2009-02-09T20:19:08.000Z,US,3424597300,0,11400000,1041,"['Video Game Culture', 'Role-Playing Video Game', 'Music', 'Strategy Video Game', 'Action Game']"
365,UChLN0bJgq6d15OK2HVB4YTg,SIS vs BRO,2016-03-03T16:06:20.000Z,CA,4637337575,0,11400000,321,"['Lifestyle (Sociology)', 'Hobby', 'Food']"
366,UC6sSkkemzPjmrzS0Y0V_2zw,Tiana,2015-04-05T10:35:02.000Z,GB,2748462824,0,11200000,700,"['Entertainment', 'Lifestyle (Sociology)', 'Hobby', 'Food']"
367,UCl_AQeO6ynSDRSjclc1e16Q,FitDance,2013-12-26T19:41:03.000Z,BR,3704164219,0,11300000,1376,"['Music', 'Music Of Latin America']"
368,UCs2t9DlvAuyTBkvk2djGZKw,Genierock,2008-03-09T10:12:35.000Z,TH,9274672326,0,11200000,1016,['Music']
369,UCR3vcUrhFUdzagng58ueI2w,Invento na Hora,2014-10-18T16:49:42.000Z,,2079534948,0,11300000,706,"['Entertainment', 'Lifestyle (Sociology)']"
370,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,2016-12-01T14:44:07.000Z,,3484373068,0,11700000,39,['Music']
371,UCwHE1kM1CPJd_pI9FQ0-4dg,shfa,2015-03-29T08:55:45.000Z,AE,3833604164,0,11400000,418,"['Entertainment', 'Lifestyle (Sociology)', 'Hobby']"
372,UCf31Gf5nCU8J6eUlr7QSU0w,Marmok,2008-04-27T20:24:32.000Z,,1700836863,0,11100000,272,"['Video Game Culture', 'Role-Playing Video Game', 'Action Game']"
373,UCbt4SegZBQLeXMTMvnrfZtw,Gato Galactico,2013-04-02T19:53:37.000Z,BR,2677473569,0,11200000,1059,"['Video Game Culture', 'Entertainment', 'Role-Playing Video Game', 'Film']"
374,UCKlhpmbHGxBE6uw9B_uLeqQ,Sky Does Everything,2011-02-28T04:00:46.000Z,US,3840641289,0,11500000,1959,"['Video Game Culture', 'Role-Playing Video Game', 'Action Game']"
375,UCCEmjNPpJYhGDgaEqeeA4HA,TheGrefg,2012-01-30T19:13:31.000Z,ES,3193184737,0,11600000,2630,"['Video Game Culture', 'Role-Playing Video Game', 'Action Game']"
376,UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa,2011-02-05T14:36:44.000Z,GB,3881487039,0,11400000,93,"['Music', 'Pop Music']"
377,UCNdqe5zJ6k-i7XKoYWA4Z2g,Wassabi,2006-01-25T21:36:06.000Z,US,4259970610,0,11500000,962,"['Entertainment', 'Lifestyle (Sociology)']"
378,UCG0HA4uyuuzPzeq_US_ywVg,Enes Batur,2012-11-18T17:55:16.000Z,TR,5488602237,0,11300000,1815,"['Entertainment', 'Lifestyle (Sociology)']"
379,UCNbwP-bKUlKrE_5qDwvFILQ,Antrax,2015-05-25T00:45:42.000Z,MX,1581939359,0,11300000,396,"['Video Game Culture', 'Entertainment', 'Role-Playing Video Game', 'Lifestyle (Sociology)', 'Action Game']"
380,UC9lSZSYpDDE18hoFA7YlBpw,Tfue,2014-05-23T05:46:36.000Z,US,1111838814,0,11300000,594,"['Video Game Culture', 'Role-Playing Video Game', 'Action Game']"
381,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,2013-03-25T21:25:06.000Z,US,4115431982,0,11500000,345,"['Hip Hop Music', 'Music']"
382,UCM44x9uWlx__9M9Y2IFhxzQ,HiMan,2014-10-16T08:45:28.000Z,RU,814509174,0,11400000,146,"['Entertainment', 'Vehicle', 'Lifestyle (Sociology)']"
383,UCiMhD4jzUqG-IgPzUmmytRQ,Queen Official,2008-07-07T13:35:27.000Z,GB,5615125048,0,11000000,798,"['Rock Music', 'Music']"
384,UCvA9_f5Lwk-poMynabtrZPg,Rans Entertainment,2015-12-27T15:23:13.000Z,ID,1719828342,0,11200000,896,"['Entertainment', 'Music', 'Lifestyle (Sociology)']"
385,UCBwSufNse8VMBvQM_rCSvgQ,Morgz,2014-06-10T17:42:37.000Z,GB,1953228003,0,10800000,610,"['Entertainment', 'Film']"
386,UCwQSkyrft0ohf-ra21yIs9Q,EU FICO LOKO,2010-06-11T22:06:25.000Z,,1000710666,0,11200000,899,['Entertainment']
387,UChPa3fnlI3RKuzEbeEPKRFw,Everson Zoio,2009-03-26T22:02:20.000Z,BR,741048256,0,11300000,392,"['Entertainment', 'Music', 'Lifestyle (Sociology)', 'Food']"
388,UCgdnrd2Ae_H07_N8j1l18Xw,Dani Russo Tv,2014-07-15T03:28:04.000Z,BR,529561410,0,11300000,170,"['Entertainment', 'Music', 'Lifestyle (Sociology)']"
389,UCE76CBkDX591pxzps6bySOw,Super Polina,2014-07-08T13:34:05.000Z,US,3154031238,0,10900000,348,"['Lifestyle (Sociology)', 'Hobby']"
390,UC56cowXhoqRWHeqfSJkIQaA,Bounce Patrol - Kids Songs,2013-01-01T01:37:50.000Z,AU,6243918356,0,11000000,164,"['Entertainment', 'Film', 'Music']"
391,UCu6oyJJ6PlkeNNv6n26ZNyA,Troom Troom Es,2016-02-05T10:01:45.000Z,,2631257823,0,10900000,1020,"['Lifestyle (Sociology)', 'Hobby', 'Food']"
392,UC1SqP7_RfOC9Jf9L_GRHANg,AviciiOfficialVEVO,2011-11-29T14:45:01.000Z,,6762152584,0,11300000,142,"['Electronic Music', 'Music']"
393,UCe_vXdMrHHseZ_esYUskSBw,CrazyRussianHacker,2012-05-18T19:29:15.000Z,US,2690414457,0,11200000,1440,"['Technology', 'Lifestyle (Sociology)', 'Food']"
394,UC4-TgOSMJHn-LtY4zCzbQhw,ShawnMendesVEVO,2014-06-10T13:34:14.000Z,,7300167467,0,11200000,119,"['Music', 'Pop Music']"
395,UCK9F8nycURBsR0YlrBsu1Ag,Jingle Toons,2013-01-24T05:15:15.000Z,,3800214467,0,11400000,195,"['Entertainment', 'Film', 'Music']"
396,UC3RpTX6fEMJ6KBNTTgXJB9w,5incominutos,2010-07-25T19:13:23.000Z,,832910461,0,10900000,289,"['Entertainment', 'Lifestyle (Sociology)']"
397,UCS3VJQpFmLbBd5qsWci9KPA,Nao FunFun,2014-02-01T02:18:26.000Z,KR,2642064,0,11400000,156,"['Lifestyle (Sociology)', 'Hobby', 'Food']"
398,UC_A7K2dXFsTMAciGmnNxy-Q,Saregama Music,2013-01-04T10:53:12.000Z,IN,3186085042,0,10900000,3283,"['Entertainment', 'Electronic Music', 'Music Of Asia', 'Music']"
400,UCksqGNZCImjaDnKvRONwbdg,___________,2014-05-15T22:21:32.000Z,,40,0,7,1,"['Pet', 'Lifestyle (Sociology)']"
401,UCBw-Dz6wHRkxiXKCLoWqDzA,BCC Trolling,2011-05-12T22:00:33.000Z,GB,3098221097,0,10600000,3838,"['Action Game', 'Video Game Culture', 'Role-Playing Video Game']"
402,UCAoMPWcQKA_9Af5YhWdrZgw,MyLifeAsEva,2011-07-25T01:31:39.000Z,US,1146009872,0,10700000,272,"['Lifestyle (Sociology)', 'Entertainment', 'Fashion']"
403,UCITqR49EAUY8i1vZtXTwe-A,Dolan Twins,2014-03-10T00:51:49.000Z,,1586515045,0,10600000,252,"['Lifestyle (Sociology)', 'Entertainment']"
404,UCKyU-wd-KY4PMOcOpPQgQcw,Tlnovelas,2013-04-03T01:45:06.000Z,MX,5993510141,0,10800000,18557,"['Entertainment', 'Film', 'Television Program']"
405,UCDo9msNItILnyF_Y2eHaNQg,RiceGum,2012-09-25T00:03:02.000Z,US,2058883902,0,10700000,318,"['Action Game', 'Video Game Culture', 'Lifestyle (Sociology)', 'Entertainment']"
406,UCay_OLhWtf9iklq8zg_or0g,As/Is,2013-04-09T18:38:36.000Z,US,10286973198,0,10700000,3980,"['Lifestyle (Sociology)', 'Entertainment', 'Fashion']"
407,UCe_Fx4EZAgKjDz0aQ_Y7hSA,Got Talent Global,2013-01-31T16:21:31.000Z,,4223181056,0,10700000,1440,"['Performing Arts', 'Lifestyle (Sociology)', 'Entertainment', 'Television Program', 'Hobby']"
408,UCt-am4x4ZyeohfgM85qFgdQ,elliegoulding,2007-01-29T19:48:01.000Z,,150127125,0,10600000,72,"['Music', 'Pop Music']"
409,UCXhDFaOPG2zhiYm9eXuMKkA,MAIKI021,2008-01-22T22:22:56.000Z,BR,1207022212,0,10800000,1250,"['Lifestyle (Sociology)', 'Vehicle']"
410,UCgefQJC5UgbWJHDxBqB4qVg,Jesse,2009-11-10T03:10:03.000Z,US,2110499771,0,10600000,254,"['Lifestyle (Sociology)', 'Entertainment', 'Film', 'Television Program']"
411,UC1r4VtVE__5K6c_L_3Vlxxg,fouseyTUBE,2011-03-21T08:32:25.000Z,US,1697084053,0,10600000,181,"['Boxing', 'Lifestyle (Sociology)', 'Entertainment', 'Sport']"
412,UC70Dib4MvFfT1tU6MqeyHpQ,Preston,2012-07-04T07:01:56.000Z,US,3480169038,0,10700000,3612,"['Video Game Culture', 'Lifestyle (Sociology)', 'Entertainment', 'Television Program', 'Role-Playing Video Game']"
413,UCsm77kEHBDEPgD4Ir3jSRYg,El Reino a Jugar,2015-03-03T14:01:27.000Z,AR,4960763426,0,10600000,407,"['Music', 'Entertainment', 'Film']"
414,UCyb0T6J6nL5ibo0HLRMINKw,Galo Frito,2007-10-03T15:47:30.000Z,BR,1725626688,0,10500000,432,"['Music', 'Humour', 'Entertainment', 'Film']"
415,UCoTyVfIkM-hjz4JauDoVvog,ExpCaseros,2012-09-18T12:47:28.000Z,ES,2101605782,0,10700000,738,"['Lifestyle (Sociology)', 'Food', 'Hobby']"
416,UCV1JuyDF9Re3HyXFGeqnC7Q,JesseAndMike,2007-04-29T00:26:41.000Z,US,6914730047,0,10700000,454,"['Lifestyle (Sociology)', 'Entertainment', 'Food']"
417,UC1OFDlfdRb6ma1ZGZd07gWA,Miranda Sings,2008-01-31T00:27:47.000Z,,2101969601,0,10800000,828,"['Lifestyle (Sociology)', 'Entertainment']"
418,UCoookXUzPciGrEZEXmh4Jjg,Sesame Street,2006-01-16T00:56:52.000Z,US,9393216505,0,10800000,2900,"['Entertainment', 'Film', 'Television Program']"
419,UC24_Z2L-8Ki183AI9zJJzNQ,TRANS7 OFFICIAL,2014-09-04T12:28:11.000Z,ID,4440416092,0,10700000,48585,"['Film', 'Lifestyle (Sociology)', 'Entertainment', 'Food', 'Television Program']"
420,UC-LPIU24bQXVljUXivKEeRQ,StarPlus,2006-05-19T21:46:13.000Z,,3223274932,0,10500000,8905,"['Lifestyle (Sociology)', 'Entertainment', 'Film', 'Performing Arts', 'Television Program', 'Hobby']"
421,UCqFhfan_P2AmGVB1X2B-3Aw,Farruko,2009-10-30T19:04:17.000Z,US,732584869,0,10800000,129,"['Music', 'Music Of Latin America', 'Hip Hop Music']"
422,UCnOVVuoLJ_1YY8A0V802wHA,RomanAtwood,2009-11-18T17:22:03.000Z,,1498276258,0,10600000,117,"['Lifestyle (Sociology)', 'Entertainment']"
423,UCshoKvlZGZ20rVgazZp5vnQ,CaptainSparklez,2010-07-20T19:38:14.000Z,US,3568843507,0,10700000,5067,"['Action Game', 'Video Game Culture', 'Role-Playing Video Game']"
424,UCt4atlExw8aj3Bm79nv1fig,Round2hell,2016-10-20T07:58:14.000Z,IN,902828606,0,10600000,56,"['Entertainment', 'Film']"
